analyst,row,test_id,labelled_as,actual_identity,identified_as,starch_present,sample_id,date_analyzed,comments
Analyst 22,90.0,T22-OYPP,Benzyl Penicillin,Vitamin C,Suspicious,,35127,2018-10-09 00:00:00,
Analyst 22,91.0,T22-9PGX,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,35382,2018-11-09 00:00:00,
Analyst 22,92.0,T22-P5L5,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,30430,28/8/2018,
Analyst 22,93.0,T22-5AR6,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,30206,29/8/2018,
Analyst 22,94.0,T22-JSLZ,Penicillin Procaine,Penicillin Procaine,Suspicious,,35244,2018-10-08 00:00:00,
Analyst 22,95.0,T22-ENLX,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,35379,2018-11-09 00:00:00,
Analyst 22,96.0,T22-1N94,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,35383,2018-11-09 00:00:00,
Analyst 22,97.0,T22-46GE,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,35380,2018-11-09 00:00:00,
Analyst 22,98.0,T22-JJNJ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,30207,30/8/2018,
Analyst 22,99.0,T22-6G89,Penicillin Procaine,Penicillin Procaine,Suspicious,,30426,30/8/2018,
Analyst 22,100.0,T22-VHGM,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,35376,2018-11-09 00:00:00,
Analyst 22,101.0,T22-EJ0U,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,35247,2018-10-08 00:00:00,
Analyst 22,102.0,T22-4FVK,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,30425,29/8/2018,
Analyst 22,103.0,T22-JLEY,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,30427,29/8/2018,
Analyst 22,104.0,T22-CKW2,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,30428,30/8/2018,
Analyst 22,105.0,T22-A9S5,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,35156,2018-11-09 00:00:00,
Analyst 22,106.0,T22-409D,Penicillin Procaine,Benzyl Penicillin,Suspicious,,35378,2018-11-09 00:00:00,
Analyst 22,107.0,T22-OWY4,Penicillin Procaine,Benzyl Penicillin,Suspicious,,30166,19/8/2018,
Analyst 22,108.0,T22-HQ5N,Penicillin Procaine,Vitamin C,Suspicious,,35105,2018-09-08 00:00:00,
Analyst 22,109.0,T22-C7CX,Penicillin Procaine,Vitamin C,Suspicious,,30164,19/8/2018,
Analyst 22,110.0,T22-JK6J,Penicillin Procaine,Vitamin C,Suspicious,,,2018-11-09 00:00:00,
Analyst 22,111.0,T22-VMVT,Penicillin Procaine,Vitamin C,Suspicious,,30429,2018-03-09 00:00:00,
Analyst 22,112.0,T22-DZ2P,Penicillin Procaine,Vitamin C,Suspicious,,35414,2018-08-08 00:00:00,
Analyst 22,113.0,T22-K7QF,Penicillin Procaine,Vitamin C,Suspicious,,30205,2018-03-09 00:00:00,
Analyst 22,114.0,T22-ZY72,Penicillin Procaine,Vitamin C,Suspicious,,35318,2018-09-08 00:00:00,
Analyst 22,115.0,T22-EIGE,Penicillin Procaine,Vitamin C,Suspicious,,35152,2018-11-09 00:00:00,
Analyst 22,116.0,T22-9BWG,Penicillin Procaine,Vitamin C,Suspicious,,35183,2018-11-09 00:00:00,
Analyst 22,117.0,T22-O03N,Penicillin Procaine,Starch,Suspicious,,35381,2018-11-09 00:00:00,
Analyst 22,118.0,T22-64K3,Penicillin Procaine,Starch,Suspicious,,35377,2018-11-09 00:00:00,
Analyst 22,119.0,T22-6N45,Penicillin Procaine,Cellulose,Suspicious,,35412,2018-09-08 00:00:00,
Analyst 22,120.0,T22-Z4HJ,Penicillin Procaine,Cellulose,Suspicious,,30165,19/8/2018,
Analyst 22,121.0,T22-OH1X,Quinine ,Quinine ,Quinine,,30042,16/8/2018,
Analyst 22,122.0,T22-D2VC,Quinine ,Quinine ,Quinine,,35317,2018-09-08 00:00:00,
Analyst 22,123.0,T22-2H6J,Quinine ,Quinine ,Quinine,,30041,17/8/2018,
Analyst 22,124.0,T22-1MFM,Quinine ,Quinine ,Quinine,,30081,14/8/2018,
Analyst 22,125.0,T22-EW0Z,Quinine ,Quinine ,Quinine,,35063,2018-08-08 00:00:00,
Analyst 22,126.0,T22-I07H,Quinine ,Quinine ,Quinine,,35062,2018-08-08 00:00:00,
Analyst 22,127.0,T22-IBFY,Quinine ,Quinine ,Quinine,,29403,2018-11-08 00:00:00,
Analyst 22,128.0,T22-965E,Quinine ,Quinine ,Quinine,,29401,13/8/2018,
Analyst 22,129.0,T22-G9QU,Quinine ,Quinine ,Quinine,,30040,14/8/2018,
Analyst 22,130.0,T22-BA5M,Quinine ,Quinine ,Quinine,,29407,13/8/2018,
Analyst 22,131.0,T22-NGF8,Quinine ,Quinine ,Quinine,,29405,2018-11-08 00:00:00,
Analyst 22,132.0,T22-GS5X,Quinine ,Quinine ,Quinine,,32106,27/8/2018,
Analyst 22,133.0,T22-P5VI,Quinine ,Quinine ,Quinine,,35109,2018-09-08 00:00:00,
Analyst 22,134.0,T22-AJZT,Quinine ,Quinine ,Quinine,,32107,28/8/2018,
Analyst 22,135.0,T22-67BS,Quinine ,Quinine ,Quinine,,32105,29/8/2018,
Analyst 22,136.0,T22-047M,Quinine ,Lactose,Suspicious,,35155,2018-11-09 00:00:00,
Analyst 22,137.0,T22-5ZBA,Quinine ,Lactose,Suspicious,,29406,13/8/2018,
Analyst 22,138.0,T22-ZWPL,Quinine ,Paracetamol Starch,Suspicious,,29402,13/8/2018,
Analyst 22,139.0,T22-88OB,Quinine ,Paracetamol Starch,Suspicious,,35314,2018-08-08 00:00:00,
Analyst 22,140.0,T22-BNR1,Quinine ,Paracetamol Starch,Suspicious,,35316,2018-09-08 00:00:00,
Analyst 22,141.0,T22-F03C,Quinine ,Vitamin C,Suspicious,,32104,30/8/2018,
Analyst 22,142.0,T22-6SJW,Quinine ,Vitamin C,Suspicious,,32238,16/8/2018,
Analyst 22,143.0,T22-19YG,Quinine ,Vitamin C,Suspicious,,35413,2018-09-08 00:00:00,
Analyst 22,144.0,T22-1D91,Quinine ,Vitamin C,Suspicious,,30431,2018-01-09 00:00:00,
Analyst 22,145.0,T22-SBDL,Quinine ,Starch,Suspicious,,30045,2018-10-08 00:00:00,
Analyst 22,146.0,T22-51JQ,Quinine ,Starch,Suspicious,,35313,2018-08-08 00:00:00,
Analyst 22,147.0,T22-T4TE,Quinine ,Cellulose,Suspicious,,35415,2018-08-08 00:00:00,
Analyst 22,148.0,T22-X3SS,Quinine ,Cellulose,Suspicious,,30043,17/8/2018,
Analyst 22,149.0,T22-X8P7,Quinine ,Cellulose,Suspicious,,35412,2018-08-08 00:00:00,
Analyst 22,150.0,T22-BUFZ,Quinine ,Cellulose,Suspicious,,35154,2018-11-09 00:00:00,
Analyst 23,1.0,T23-3PXM,Amoxicillin,Amoxicillin,Amoxicillin,,30525,2018-09-08 00:00:00,
Analyst 23,2.0,T23-PW9D,Amoxicillin,Amoxicillin,Amoxicillin,,31690,2018-01-09 00:00:00,
Analyst 23,3.0,T23-HO0V,Amoxicillin,Amoxicillin,Amoxicillin,,33622,23/8/2018,
Analyst 23,4.0,T23-ACMJ,Amoxicillin,Amoxicillin,Amoxicillin,,30524,2018-11-08 00:00:00,
Analyst 23,5.0,T23-6C9F,Amoxicillin,Amoxicillin,Amoxicillin,,33631,23/8/2018,
Analyst 23,6.0,T23-JVUX,Amoxicillin,Amoxicillin,Amoxicillin,,33623,23/8/2018,
Analyst 23,7.0,T23-S7VI,Amoxicillin,Amoxicillin,Amoxicillin,,34247,2018-10-08 00:00:00,
Analyst 23,8.0,T23-3RL3,Amoxicillin,Amoxicillin,Amoxicillin,,31691,2018-01-09 00:00:00,
Analyst 23,9.0,T23-LLNP,Amoxicillin,Amoxicillin,Amoxicillin,,32025,2018-01-09 00:00:00,
Analyst 23,10.0,T23-WHBR,Amoxicillin,Amoxicillin,Amoxicillin,,32975,13/8/2018,
Analyst 23,11.0,T23-SCES,Amoxicillin,Amoxicillin,Amoxicillin,,30467,20/8/2018,
Analyst 23,12.0,T23-0JVM,Amoxicillin,Amoxicillin,Amoxicillin,,32020,2018-01-09 00:00:00,
Analyst 23,13.0,T23-4XAP,Amoxicillin,Amoxicillin,Amoxicillin,,33633,23/8/2018,
Analyst 23,14.0,T23-9DZ9,Amoxicillin,Amoxicillin,Amoxicillin,,34249,2018-11-08 00:00:00,
Analyst 23,15.0,T23-IR70,Amoxicillin,Amoxicillin,Amoxicillin,,32974,2018-12-08 00:00:00,
Analyst 23,16.0,T23-A769,Amoxicillin,Lactose,Suspicious,,30103,2018-10-08 00:00:00,
Analyst 23,17.0,T23-BHTM,Amoxicillin,Lactose,Suspicious,,34243,2018-11-08 00:00:00,
Analyst 23,18.0,T23-XCU7,Amoxicillin,Lactose,Suspicious,,32026,2018-01-09 00:00:00,
Analyst 23,19.0,T23-XW4B,Amoxicillin,Vitamin C,Suspicious,,31692,2018-02-09 00:00:00,
Analyst 23,20.0,T23-TQIX,Amoxicillin,Vitamin C,Suspicious,,34253,13/8/2018,
Analyst 23,21.0,T23-LDVX,Amoxicillin,Vitamin C,Suspicious,,30469,16/8/2018,
Analyst 23,22.0,T23-KZB2,Amoxicillin,Vitamin C,Suspicious,,34246,20/8/2018,
Analyst 23,23.0,T23-11OG,Amoxicillin,Vitamin C,Suspicious,,34244,17/8/2018,
Analyst 23,24.0,T23-Y0ZQ,Amoxicillin,Vitamin C,Suspicious,,33632,23/8/2018,
Analyst 23,25.0,T23-TKHH,Amoxicillin,Vitamin C,Suspicious,,30095,2018-11-08 00:00:00,
Analyst 23,26.0,T23-7NV3,Amoxicillin,Vitamin C,Suspicious,,34250,19/8/2018,
Analyst 23,27.0,T23-251F,Amoxicillin,Paracetamol Starch,Suspicious,,31693,2018-02-09 00:00:00,
Analyst 23,28.0,T23-P6WL,Amoxicillin,Paracetamol Starch,Suspicious,,31694,2018-01-09 00:00:00,
Analyst 23,29.0,T23-OZ9S,Amoxicillin,Starch,Suspicious,Yes,30089,20/8/2018,
Analyst 23,30.0,T23-PDVD,Amoxicillin,Starch,Suspicious,,32024,2018-03-09 00:00:00,
Analyst 23,31.0,T23-I10P,Paracetamol,Paracetamol,Paracetamol,,30522,2018-09-08 00:00:00,
Analyst 23,32.0,T23-5HR8,Paracetamol,Paracetamol,Paracetamol,,34707,19/9/2018,
Analyst 23,33.0,T23-U2HB,Paracetamol,Paracetamol,Paracetamol,,34254,2018-10-08 00:00:00,
Analyst 23,34.0,T23-P8L8,Paracetamol,Paracetamol,Paracetamol,,34663,20/9/2018,
Analyst 23,35.0,T23-9AJ6,Paracetamol,Paracetamol,Paracetamol,,30088,2018-12-08 00:00:00,
Analyst 23,36.0,T23-HA1X,Paracetamol,Paracetamol,Paracetamol,,34735,21/9/2018,
Analyst 23,37.0,T23-F5JA,Paracetamol,Paracetamol,Paracetamol,,33641,23/8/2018,
Analyst 23,38.0,T23-RI7C,Paracetamol,Paracetamol,Paracetamol,,33634,23/8/2018,
Analyst 23,39.0,T23-RW07,Paracetamol,Paracetamol,Paracetamol,,33638,23/8/2018,
Analyst 23,40.0,T23-27R3,Paracetamol,Paracetamol,Paracetamol,,34656,17/9/2018,
Analyst 23,41.0,T23-PAAS,Paracetamol,Paracetamol,Paracetamol,,34734,22/9/2018,
Analyst 23,42.0,T23-CQWP,Paracetamol,Paracetamol,Paracetamol,,34732,21/9/2018,
Analyst 23,43.0,T23-R60O,Paracetamol,Paracetamol,Paracetamol,,34661,20/9/2018,
Analyst 23,44.0,T23-0KCE,Paracetamol,Paracetamol,Paracetamol,,34728,20/9/2018,
Analyst 23,45.0,T23-0NKK,Paracetamol,Paracetamol,Paracetamol,,30100,2018-08-08 00:00:00,
Analyst 23,46.0,T23-GXXT,Paracetamol,Paracetamol,Paracetamol,,33637,24/8/2018,
Analyst 23,47.0,T23-3FYI,Paracetamol,Paracetamol,Paracetamol,,30092,2018-09-08 00:00:00,
Analyst 23,48.0,T23-8S95,Paracetamol,Paracetamol,Paracetamol,,34658,21/9/2018,
Analyst 23,49.0,T23-TZDY,Paracetamol,Lactose,Paracetamol,,30574,19/8/2018,
Analyst 23,50.0,T23-15AC,Paracetamol,Lactose,Paracetamol,,33639,23/8/2018,
Analyst 23,51.0,T23-79LI,Paracetamol,Paracetamol Starch,Paracetamol,,34706,21/9/2018,
Analyst 23,52.0,T23-GAYW,Paracetamol,Paracetamol Starch,Paracetamol,,34657,22/9/2018,
Analyst 23,53.0,T23-DGP2,Paracetamol,Paracetamol Starch,Paracetamol,,33635,23/8/2018,
Analyst 23,54.0,T23-4YG2,Paracetamol,Starch,Suspicious,Yes,30093,17/8/2018,
Analyst 23,55.0,T23-9UT9,Paracetamol,Vitamin C,Paracetamol,,30466,16/8/2018,
Analyst 23,56.0,T23-DO86,Paracetamol,Vitamin C,Suspicious,,34662,20/9/2018,
Analyst 23,57.0,T23-GEKV,Paracetamol,Vitamin C,Paracetamol,,34660,21/9/2018,
Analyst 23,58.0,T23-RH05,Paracetamol,Vitamin C,Paracetamol,,30523,2018-11-08 00:00:00,
Analyst 23,59.0,T23-XFKK,Paracetamol,Cellulose,Suspicious,,34733,19/9/2018,
Analyst 23,60.0,T23-ABEN,Paracetamol,Cellulose,Paracetamol,,33636,24/8/2018,
Analyst 23,61.0,T23-3WC8,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,35451,24/8/2018,
Analyst 23,62.0,T23-HG6V,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,30468,2018-09-08 00:00:00,
Analyst 23,63.0,T23-GS0G,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,30097,20/8/2018,
Analyst 23,64.0,T23-UTDG,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,30098,15/8/2018,
Analyst 23,65.0,T23-RJQV,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,35452,24/8/2018,
Analyst 23,66.0,T23-K8KE,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,35447,26/8/2018,
Analyst 23,67.0,T23-NNGH,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,35449,29/8/2018,
Analyst 23,68.0,T23-MODK,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,34709,21/9/2018,
Analyst 23,69.0,T23-OML1,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,34705,19/9/2018,
Analyst 23,70.0,T23-CI3E,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,35454,25/8/2018,
Analyst 23,71.0,T23-1T23B,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,35036,22/9/2018,
Analyst 23,72.0,T23-1LLN,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,35450,24/8/2018,
Analyst 23,73.0,T23-V0IB,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,35435,16/8/2018,
Analyst 23,74.0,T23-Y0WK,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,34710,20/9/2018,
Analyst 23,75.0,T23-RHBO,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,30515,14/8/2018,
Analyst 23,76.0,T23-Q68T,Benzyl Penicillin,Penicillin Procaine,Benzyl Penicillin,,35434,20/8/2018,
Analyst 23,77.0,T23-H6KR,Benzyl Penicillin,Starch,Suspicious,Yes,30471,29/8/2018,
Analyst 23,78.0,T23-OLOW,Benzyl Penicillin,Vitamin C,Suspicious,,35035,22/9/2018,
Analyst 23,79.0,T23-XKCA,Benzyl Penicillin,Vitamin C,Suspicious,,34252,13/8/2018,
Analyst 23,80.0,T23-KLOF,Benzyl Penicillin,Vitamin C,Suspicious,,35455,25/8/2018,
Analyst 23,81.0,T23-1RSM,Benzyl Penicillin,Vitamin C,Suspicious,,35448,25/8/2018,
Analyst 23,82.0,T23-FS3W,Benzyl Penicillin,Vitamin C,Suspicious,,35587,21/9/2018,
Analyst 23,83.0,T23-6EHG,Benzyl Penicillin,Vitamin C,Suspicious,,35439,17/8/2018,
Analyst 23,84.0,T23-2DAF,Benzyl Penicillin,Vitamin C,Suspicious,,34704,20/9/2018,
Analyst 23,85.0,T23-S2KM,Benzyl Penicillin,Vitamin C,Suspicious,,35034,22/9/2018,
Analyst 23,86.0,T23-ICW4,Benzyl Penicillin,Lactose,Suspicious,,30470,26/8/2018,
Analyst 23,87.0,T23-R6Y2,Benzyl Penicillin,Lactose,Suspicious,,34711,21/9/2018,
Analyst 23,88.0,T23-9WW6,Benzyl Penicillin,Cellulose,Suspicious,,34708,22/9/2018,
Analyst 23,89.0,T23-M4YX,Benzyl Penicillin,Cellulose,Suspicious,,34255,17/8/2018,
Analyst 23,90.0,T23-6UT5,Benzyl Penicillin,Cellulose,Suspicious,,30465,20/8/2018,
Analyst 23,91.0,T23-1Z9P,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,32017,15/9/2018,
Analyst 23,92.0,T23-ALTE,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,34729,16/9/2018,
Analyst 23,93.0,T23-B758,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,31657,2018-10-09 00:00:00,
Analyst 23,94.0,T23-BJHR,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,30101,2018-09-08 00:00:00,
Analyst 23,95.0,T23-JA7V,Penicillin Procaine,Penicillin Procaine,Suspicious,,35459,30/8/2018,
Analyst 23,96.0,T23-A5EV,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,30526,16/8/2018,
Analyst 23,97.0,T23-P88O,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,34730,2018-12-09 00:00:00,
Analyst 23,98.0,T23-ZK0U,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,30520,20/8/218,
Analyst 23,99.0,T23-4MIL,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,34731,2018-12-09 00:00:00,
Analyst 23,100.0,T23-TD1X,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,32969,14/8/2018,
Analyst 23,101.0,T23-L114,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,31652,16/9/2018,
Analyst 23,102.0,T23-F81R,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,30096,19/8/2018,
Analyst 23,103.0,T23-FQHM,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,30521,16/8/2018,
Analyst 23,104.0,T23-8D8M,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,31648,13/9/2018,
Analyst 23,105.0,T23-7ZGA,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,34659,13/9/2018,
Analyst 23,106.0,T23-D1OE,Penicillin Procaine,Benzyl Penicillin,Penicillin Procaine,,32971,20/8/2018,
Analyst 23,107.0,T23-0OGC,Penicillin Procaine,Lactose,Suspicious,,30527,2018-10-08 00:00:00,
Analyst 23,108.0,T23-9IZA,Penicillin Procaine,Lactose,Suspicious,,35460,28/8/2018,
Analyst 23,109.0,T23-QGU8,Penicillin Procaine,Lactose,Suspicious,,33644,29/8/2018,
Analyst 23,110.0,T23-8ALY,Penicillin Procaine,Starch,,,,,
Analyst 23,111.0,T23-RNC8,Penicillin Procaine,Starch,Suspicious,Yes,35457,24/8/2018,
Analyst 23,112.0,T23-CV15,Penicillin Procaine,Paracetamol Starch,Suspicious,,35458,24/8/2018,
Analyst 23,113.0,T23-JHBM,Penicillin Procaine,Vitamin C,Suspicious,,33643,26/8/2018,
Analyst 23,114.0,T23-39DR,Penicillin Procaine,Vitamin C,Suspicious,,33645,30/8/2018,
Analyst 23,115.0,T23-L6G6,Penicillin Procaine,Vitamin C,Suspicious,,32973,15/8/2018,
Analyst 23,116.0,T23-K4YR,Penicillin Procaine,Vitamin C,Suspicious,,32972,20/8/2018,
Analyst 23,117.0,T23-JBSR,Penicillin Procaine,Vitamin C,Suspicious,,33646,26/8/2018,
Analyst 23,118.0,T23-B0ME,Penicillin Procaine,Vitamin C,Suspicious,,33640,30/8/2018,
Analyst 23,119.0,T23-B7M7,Penicillin Procaine,Cellulose,Suspicious,,33642,30/8/2018,
Analyst 23,120.0,T23-147O,Penicillin Procaine,Cellulose,Suspicious,,35446,26/8/2018,
Analyst 23,121.0,T23-04XD,Quinine ,Quinine ,Quinine,,33628,24/8/2018,
Analyst 23,122.0,T23-MW2P,Quinine ,Quinine ,Quinine,,33627,24/8/2018,
Analyst 23,123.0,T23-IJVE,Quinine ,Quinine ,Quinine,,35445,27/8/2018,
Analyst 23,124.0,T23-IVLB,Quinine ,Quinine ,Quinine,,35451,27/8/2018,
Analyst 23,125.0,T23-MXKQ,Quinine ,Quinine ,Quinine,,31650,2018-04-09 00:00:00,
Analyst 23,126.0,T23-YN4V,Quinine ,Quinine ,Quinine,,35444,26/8/2018,
Analyst 23,127.0,T23-PAN0,Quinine ,Quinine ,Quinine,,35441,27/8/2018,
Analyst 23,128.0,T23-JKLJ,Quinine ,Quinine ,Quinine,,30102,14/8/2018,
Analyst 23,129.0,T23-EOFS,Quinine ,Quinine ,Quinine,,32016,2018-04-09 00:00:00,
Analyst 23,130.0,T23-H8CW,Quinine ,Quinine ,Quinine,,30090,2018-11-08 00:00:00,
Analyst 23,131.0,T23-FKJ1,Quinine ,Quinine ,Quinine,,35442,25/8/2018,
Analyst 23,132.0,T23-1Y89,Quinine ,Quinine ,Quinine,,30091,2018-10-08 00:00:00,
Analyst 23,133.0,T23-JW4G,Quinine ,Quinine ,Quinine,,32018,2018-05-09 00:00:00,
Analyst 23,134.0,T23-KMH2,Quinine ,Quinine ,Quinine,,30094,29/8/2018,
Analyst 23,135.0,T23-GMXA,Quinine ,Quinine ,Quinine,,35453,25/8/2018,
Analyst 23,136.0,T23-D3DV,Quinine ,Quinine ,Quinine,,33624,29/8/2018,
Analyst 23,137.0,T23-YOL0,Quinine ,Starch,Suspicious,,35454,26/8/2018,
Analyst 23,138.0,T23-TS9D,Quinine ,Vitamin C,Quinine,,35455,30/8/2018,
Analyst 23,139.0,T23-AGW8,Quinine ,Vitamin C,Suspicious,,32023,2018-06-09 00:00:00,
Analyst 23,140.0,T23-KT17,Quinine ,Vitamin C,Suspicious,,32022,2018-04-09 00:00:00,
Analyst 23,141.0,T23-UKUW,Quinine ,Vitamin C,Suspicious,,35452,29/8/2018,
Analyst 23,142.0,T23-0VOC,Quinine ,Vitamin C,Suspicious,,31695,2018-09-09 00:00:00,
Analyst 23,143.0,T23-O5GI,Quinine ,Paracetamol Starch,Suspicious,Yes,33629,28/8/2018,
Analyst 23,144.0,T23-8YA5,Quinine ,Paracetamol Starch,Suspicious,,32021,2018-05-09 00:00:00,
Analyst 23,145.0,T23-DOYG,Quinine ,Lactose,Suspicious,,33625,2018-02-08 00:00:00,
Analyst 23,146.0,T23-TAUT,Quinine ,Lactose,Suspicious,,35450,27/8/2018,
Analyst 23,147.0,T23-62WQ,Quinine ,Cellulose,Suspicious,,34257,13/8/2018,
Analyst 23,148.0,T23-5K68,Quinine ,Cellulose,Suspicious,,31649,2018-07-09 00:00:00,
Analyst 23,149.0,T23-52D7,Quinine ,Cellulose,Suspicious,,32019,2018-09-09 00:00:00,
Analyst 23,150.0,T23-M4IW,Quinine ,Cellulose,Suspicious,,33630,27/8/2018,
Analyst 24,1.0,T24-LMSH,Amoxicillin,Amoxicillin,Amoxicillin,,36032,13/8/2018,
Analyst 24,2.0,T24-RPSI,Amoxicillin,Amoxicillin,Amoxicillin,,35172,2018-10-09 00:00:00,
Analyst 24,3.0,T24-R8H2,Amoxicillin,Amoxicillin,Amoxicillin,,35629,22/8/2018,
Analyst 24,4.0,T24-VSQD,Amoxicillin,Amoxicillin,Amoxicillin,,34058,31/8/2018,
Analyst 24,5.0,T24-XTYL,Amoxicillin,Amoxicillin,Amoxicillin,,32726,22/8/2018,
Analyst 24,6.0,T24-NN3Q,Amoxicillin,Amoxicillin,Amoxicillin,,36026,2018-09-08 00:00:00,
Analyst 24,7.0,T24-E4DS,Amoxicillin,Amoxicillin,Amoxicillin,,36039,13/8/2018,
Analyst 24,8.0,T24-FFJ8,Amoxicillin,Amoxicillin,Amoxicillin,,36013,2018-09-08 00:00:00,
Analyst 24,9.0,T24-FA6T,Amoxicillin,Amoxicillin,Amoxicillin,,34059,31/8/2018,
Analyst 24,10.0,T24-EJ8P,Amoxicillin,Amoxicillin,Amoxicillin,,34056,31/8/2018,
Analyst 24,11.0,T24-8A0V,Amoxicillin,Amoxicillin,Amoxicillin,,35964,30/8/2018,
Analyst 24,12.0,T24-ZQXL,Amoxicillin,Amoxicillin,Amoxicillin,,34057,31/8/2018,
Analyst 24,13.0,T24-LXF7,Amoxicillin,Amoxicillin,Amoxicillin,,34064,31/8/2018,
Analyst 24,14.0,T24-NC51,Amoxicillin,Amoxicillin,Amoxicillin,,35960,30/8/2018,
Analyst 24,15.0,T24-ZKWL,Amoxicillin,Amoxicillin,Amoxicillin,,34065,31/8/2018,
Analyst 24,16.0,T24-Q12T,Amoxicillin,Paracetamol Starch,Suspicious,Yes,35961,30/8/2018,
Analyst 24,17.0,T24-WFC6,Amoxicillin,Starch,Suspicious,Yes,35637,30/8/2018,
Analyst 24,18.0,T24-BLPZ,Amoxicillin,Vitamin C,Suspicious,,34075,31/8/2018,
Analyst 24,19.0,T24-CSGI,Amoxicillin,Vitamin C,Suspicious,,34074,31/8/2018,
Analyst 24,20.0,T24-BU17,Amoxicillin,Vitamin C,Suspicious,,35541,30/8/2018,
Analyst 24,21.0,T24-CPFN,Amoxicillin,Vitamin C,Suspicious,,35542,30/8/2018,
Analyst 24,22.0,T24-0F7J,Amoxicillin,Vitamin C,Suspicious,,34068,31/8/2018,
Analyst 24,23.0,T24-C8LK,Amoxicillin,Vitamin C,Suspicious,,34072,31/8/2018,
Analyst 24,24.0,T24-Y4UH,Amoxicillin,Vitamin C,Suspicious,,35536,30/8/2018,
Analyst 24,25.0,T24-U5BP,Amoxicillin,Vitamin C,Suspicious,,29806,31/8/2018,
Analyst 24,26.0,T24-KJ4B,Amoxicillin,Vitamin C,Suspicious,,35543,30/8/2018,
Analyst 24,27.0,T24-1Z73,Amoxicillin,Vitamin C,Suspicious,,35538,30/8/2018,
Analyst 24,28.0,T24-S56K,Amoxicillin,Lactose,Suspicious,,35539,30/8/2018,
Analyst 24,29.0,T24-J7V7,Amoxicillin,Cellulose,Suspicious,,34073,31/8/2018,
Analyst 24,30.0,T24-J5PD,Amoxicillin,Cellulose,Suspicious,,34069,31/8/2018,
Analyst 24,31.0,T24-84JN,Paracetamol,Paracetamol,Paracetamol,,32393,22/8/2018,
Analyst 24,32.0,T24-47G5,Paracetamol,Paracetamol,Paracetamol,,35169,2018-10-09 00:00:00,
Analyst 24,33.0,T24-2RH1,Paracetamol,Paracetamol,Paracetamol,,32426,24/8/2018,
Analyst 24,34.0,T24-WU2C,Paracetamol,Paracetamol,Paracetamol,,30049,2018-10-08 00:00:00,
Analyst 24,35.0,T24-REPW,Paracetamol,Paracetamol,Paracetamol,,31612,24/8/2018,
Analyst 24,36.0,T24-6RS6,Paracetamol,Paracetamol,Paracetamol,,36014,2018-09-08 00:00:00,
Analyst 24,37.0,T24-AZPA,Paracetamol,Paracetamol,Paracetamol,,30048,2018-10-08 00:00:00,
Analyst 24,38.0,T24-3LOS,Paracetamol,Paracetamol,Paracetamol,,32949,24/8/2018,
Analyst 24,39.0,T24-5R3D,Paracetamol,Paracetamol,Paracetamol,,35168,2018-10-09 00:00:00,
